"< Measurement Data Text Output >"
""
"Date/Time","@date()","ch.1","ch.2","ch.3","ch.4","ch.5","ch.6","ch.7","ch.8"
"","","°C","°C","","","","","",""
"10/22/2017 06:20'00","43030.2638888889","  17.6000","  19.4000","","","","","","",
"10/22/2017 06:30'00","43030.2708333333","  17.5000","  19.4000","","","","","","",
"10/22/2017 06:40'00","43030.2777777778","  17.6000","  19.4000","","","","","","",
"10/22/2017 06:50'00","43030.2847222222","  17.6000","  19.4000","","","","","","",
"10/22/2017 07:00'00","43030.2916666667","  17.7000","  19.4000","","","","","","",
"10/22/2017 07:10'00","43030.2986111111","  17.8000","  19.4000","","","","","","",
"10/22/2017 07:20'00","43030.3055555556","  17.9000","  19.4000","","","","","","",
"10/22/2017 07:30'00","43030.3125000000","  17.8000","  19.4000","","","","","","",
"10/22/2017 07:40'00","43030.3194444444","  17.8000","  19.4000","","","","","","",
"10/22/2017 07:50'00","43030.3263888889","  18.0000","  19.4000","","","","","","",
"10/22/2017 08:00'00","43030.3333333333","  18.0000","  19.4000","","","","","","",
"10/22/2017 08:10'00","43030.3402777778","  17.8000","  19.4000","","","","","","",
"10/22/2017 08:20'00","43030.3472222222","  17.9000","  19.4000","","","","","","",
"10/22/2017 08:30'00","43030.3541666667","  17.9000","  19.4000","","","","","","",
"10/22/2017 08:40'00","43030.3611111111","  18.1000","  19.4000","","","","","","",
"10/22/2017 08:50'00","43030.3680555556","  18.2000","  19.4000","","","","","","",
"10/22/2017 09:00'00","43030.3750000000","  18.2000","  19.4000","","","","","","",
"10/22/2017 09:10'00","43030.3819444444","  18.3000","  19.4000","","","","","","",
"10/22/2017 09:20'00","43030.3888888889","  18.4000","  19.4000","","","","","","",
"10/22/2017 09:30'00","43030.3958333333","  18.4000","  19.4000","","","","","","",
"10/22/2017 09:40'00","43030.4027777778","  18.5000","  19.4000","","","","","","",
"10/22/2017 09:50'00","43030.4097222222","  18.5000","  19.4000","","","","","","",
"10/22/2017 10:00'00","43030.4166666667","  18.7000","  19.4000","","","","","","",
"10/22/2017 10:10'00","43030.4236111111","  19.0000","  19.4000","","","","","","",
"10/22/2017 10:20'00","43030.4305555556","  19.2000","  19.4000","","","","","","",
"10/22/2017 10:30'00","43030.4375000000","  19.4000","  19.4000","","","","","","",
"10/22/2017 10:40'00","43030.4444444444","  20.3000","  19.4000","","","","","","",
"10/22/2017 10:50'00","43030.4513888889","  20.4000","  19.5000","","","","","","",
"10/22/2017 11:00'00","43030.4583333333","  20.8000","  19.5000","","","","","","",
"10/22/2017 11:10'00","43030.4652777778","  20.4000","  19.5000","","","","","","",
"10/22/2017 11:20'00","43030.4722222222","  20.2000","  19.5000","","","","","","",
"10/22/2017 11:30'00","43030.4791666667","  20.8000","  19.5000","","","","","","",
"10/22/2017 11:40'00","43030.4861111111","  21.7000","  19.6000","","","","","","",
"10/22/2017 11:50'00","43030.4930555556","  21.4000","  19.6000","","","","","","",
"10/22/2017 12:00'00","43030.5000000000","  21.3000","  19.6000","","","","","","",
"10/22/2017 12:10'00","43030.5069444444","  21.9000","  19.6000","","","","","","",
"10/22/2017 12:20'00","43030.5138888889","  21.3000","  19.7000","","","","","","",
"10/22/2017 12:30'00","43030.5208333333","  20.9000","  19.6000","","","","","","",
"10/22/2017 12:40'00","43030.5277777778","  20.9000","  19.7000","","","","","","",
"10/22/2017 12:50'00","43030.5347222222","  21.6000","  19.7000","","","","","","",
"10/22/2017 13:00'00","43030.5416666667","  21.6000","  19.7000","","","","","","",
"10/22/2017 13:10'00","43030.5486111111","  21.3000","  19.7000","","","","","","",
"10/22/2017 13:20'00","43030.5555555556","  21.0000","  19.8000","","","","","","",
"10/22/2017 13:30'00","43030.5625000000","  20.8000","  19.8000","","","","","","",
"10/22/2017 13:40'00","43030.5694444444","  20.9000","  19.8000","","","","","","",
"10/22/2017 13:50'00","43030.5763888889","  20.5000","  19.8000","","","","","","",
"10/22/2017 14:00'00","43030.5833333333","  20.7000","  19.8000","","","","","","",
"10/22/2017 14:10'00","43030.5902777778","  20.1000","  19.9000","","","","","","",
"10/22/2017 14:20'00","43030.5972222222","  19.9000","  19.9000","","","","","","",
"10/22/2017 14:30'00","43030.6041666667","  19.9000","  19.9000","","","","","","",
"10/22/2017 14:40'00","43030.6111111111","  19.5000","  19.9000","","","","","","",
"10/22/2017 14:50'00","43030.6180555556","  19.3000","  19.9000","","","","","","",
"10/22/2017 15:00'00","43030.6250000000","  19.4000","  19.9000","","","","","","",
"10/22/2017 15:10'00","43030.6319444444","  19.4000","  19.9000","","","","","","",
"10/22/2017 15:20'00","43030.6388888889","  19.3000","  19.9000","","","","","","",
"10/22/2017 15:30'00","43030.6458333333","  19.2000","  19.9000","","","","","","",
"10/22/2017 15:40'00","43030.6527777778","  19.2000","  19.9000","","","","","","",
"10/22/2017 15:50'00","43030.6597222222","  19.1000","  19.9000","","","","","","",
"10/22/2017 16:00'00","43030.6666666667","  19.1000","  19.9000","","","","","","",
"10/22/2017 16:10'00","43030.6736111111","  19.1000","  19.9000","","","","","","",
"10/22/2017 16:20'00","43030.6805555556","  19.2000","  19.9000","","","","","","",
"10/22/2017 16:30'00","43030.6875000000","  19.2000","  19.9000","","","","","","",
"10/22/2017 16:40'00","43030.6944444444","  19.2000","  19.9000","","","","","","",
"10/22/2017 16:50'00","43030.7013888889","  19.5000","  19.9000","","","","","","",
"10/22/2017 17:00'00","43030.7083333333","  19.7000","  19.9000","","","","","","",
"10/22/2017 17:10'00","43030.7152777778","  19.9000","  19.9000","","","","","","",
"10/22/2017 17:20'00","43030.7222222222","  20.1000","  19.9000","","","","","","",
"10/22/2017 17:30'00","43030.7291666667","  20.2000","  19.9000","","","","","","",
"10/22/2017 17:40'00","43030.7361111111","  20.3000","  19.9000","","","","","","",
"10/22/2017 17:50'00","43030.7430555556","  20.4000","  19.9000","","","","","","",
"10/22/2017 18:00'00","43030.7500000000","  20.5000","  19.9000","","","","","","",
"10/22/2017 18:10'00","43030.7569444444","  20.5000","  20.0000","","","","","","",
"10/22/2017 18:20'00","43030.7638888889","  20.6000","  20.0000","","","","","","",
"10/22/2017 18:30'00","43030.7708333333","  20.8000","  20.0000","","","","","","",
"10/22/2017 18:40'00","43030.7777777778","  20.9000","  20.0000","","","","","","",
"10/22/2017 18:50'00","43030.7847222222","  21.0000","  20.0000","","","","","","",
"10/22/2017 19:00'00","43030.7916666667","  20.9000","  20.0000","","","","","","",
"10/22/2017 19:10'00","43030.7986111111","  20.8000","  20.1000","","","","","","",
"10/22/2017 19:20'00","43030.8055555556","  20.8000","  20.1000","","","","","","",
"10/22/2017 19:30'00","43030.8125000000","  20.8000","  20.1000","","","","","","",
"10/22/2017 19:40'00","43030.8194444444","  20.9000","  20.1000","","","","","","",
"10/22/2017 19:50'00","43030.8263888889","  20.9000","  20.1000","","","","","","",
"10/22/2017 20:00'00","43030.8333333333","  20.9000","  20.1000","","","","","","",
"10/22/2017 20:10'00","43030.8402777778","  21.1000","  20.1000","","","","","","",
"10/22/2017 20:20'00","43030.8472222222","  21.0000","  20.1000","","","","","","",
"10/22/2017 20:30'00","43030.8541666667","  21.0000","  20.2000","","","","","","",
"10/22/2017 20:40'00","43030.8611111111","  21.0000","  20.2000","","","","","","",
"10/22/2017 20:50'00","43030.8680555556","  21.1000","  20.2000","","","","","","",
"10/22/2017 21:00'00","43030.8750000000","  21.1000","  20.2000","","","","","","",
"10/22/2017 21:10'00","43030.8819444444","  21.1000","  20.1000","","","","","","",
"10/22/2017 21:20'00","43030.8888888889","  21.0000","  20.2000","","","","","","",
"10/22/2017 21:30'00","43030.8958333333","  21.0000","  20.2000","","","","","","",
"10/22/2017 21:40'00","43030.9027777778","  21.0000","  20.2000","","","","","","",
"10/22/2017 21:50'00","43030.9097222222","  21.0000","  20.3000","","","","","","",
"10/22/2017 22:00'00","43030.9166666667","  20.9000","  20.3000","","","","","","",
"10/22/2017 22:10'00","43030.9236111111","  20.8000","  20.3000","","","","","","",
"10/22/2017 22:20'00","43030.9305555556","  20.7000","  20.3000","","","","","","",
"10/22/2017 22:30'00","43030.9375000000","  20.7000","  20.3000","","","","","","",
"10/22/2017 22:40'00","43030.9444444444","  20.6000","  20.3000","","","","","","",
"10/22/2017 22:50'00","43030.9513888889","  20.6000","  20.3000","","","","","","",
"10/22/2017 23:00'00","43030.9583333333","  20.6000","  20.3000","","","","","","",
"10/22/2017 23:10'00","43030.9652777778","  20.7000","  20.3000","","","","","","",
"10/22/2017 23:20'00","43030.9722222222","  20.8000","  20.3000","","","","","","",
"10/22/2017 23:30'00","43030.9791666667","  20.9000","  20.4000","","","","","","",
"10/22/2017 23:40'00","43030.9861111111","  21.1000","  20.4000","","","","","","",
"10/22/2017 23:50'00","43030.9930555556","  21.2000","  20.4000","","","","","","",
"10/23/2017 00:00'00","43031.0000000000","  21.2000","  20.4000","","","","","","",
"10/23/2017 00:10'00","43031.0069444444","  21.3000","  20.4000","","","","","","",
"10/23/2017 00:20'00","43031.0138888889","  21.5000","  20.4000","","","","","","",
"10/23/2017 00:30'00","43031.0208333333","  21.4000","  20.4000","","","","","","",
"10/23/2017 00:40'00","43031.0277777778","  21.4000","  20.4000","","","","","","",
"10/23/2017 00:50'00","43031.0347222222","  21.3000","  20.4000","","","","","","",
"10/23/2017 01:00'00","43031.0416666667","  21.1000","  20.4000","","","","","","",
"10/23/2017 01:10'00","43031.0486111111","  21.0000","  20.4000","","","","","","",
"10/23/2017 01:20'00","43031.0555555556","  20.9000","  20.4000","","","","","","",
"10/23/2017 01:30'00","43031.0625000000","  20.9000","  20.4000","","","","","","",
"10/23/2017 01:40'00","43031.0694444444","  20.9000","  20.5000","","","","","","",
"10/23/2017 01:50'00","43031.0763888889","  20.9000","  20.5000","","","","","","",
"10/23/2017 02:00'00","43031.0833333333","  19.7000","  20.5000","","","","","","",
"10/23/2017 02:10'00","43031.0902777778","  19.0000","  20.5000","","","","","","",
"10/23/2017 02:20'00","43031.0972222222","  18.4000","  20.5000","","","","","","",
"10/23/2017 02:30'00","43031.1041666667","  18.3000","  20.4000","","","","","","",
"10/23/2017 02:40'00","43031.1111111111","  18.0000","  20.4000","","","","","","",
"10/23/2017 02:50'00","43031.1180555556","  17.8000","  20.4000","","","","","","",
"10/23/2017 03:00'00","43031.1250000000","  17.6000","  20.4000","","","","","","",
"10/23/2017 03:10'00","43031.1319444444","  17.7000","  20.3000","","","","","","",
"10/23/2017 03:20'00","43031.1388888889","  17.6000","  20.3000","","","","","","",
"10/23/2017 03:30'00","43031.1458333333","  17.4000","  20.3000","","","","","","",
"10/23/2017 03:40'00","43031.1527777778","  17.4000","  20.3000","","","","","","",
"10/23/2017 03:50'00","43031.1597222222","  17.4000","  20.2000","","","","","","",
"10/23/2017 04:00'00","43031.1666666667","  17.5000","  20.2000","","","","","","",
"10/23/2017 04:10'00","43031.1736111111","  17.5000","  20.2000","","","","","","",
"10/23/2017 04:20'00","43031.1805555556","  17.6000","  20.1000","","","","","","",
"10/23/2017 04:30'00","43031.1875000000","  17.7000","  20.1000","","","","","","",
"10/23/2017 04:40'00","43031.1944444444","  17.8000","  20.0000","","","","","","",
"10/23/2017 04:50'00","43031.2013888889","  17.7000","  20.0000","","","","","","",
"10/23/2017 05:00'00","43031.2083333333","  17.5000","  20.0000","","","","","","",
"10/23/2017 05:10'00","43031.2152777778","  17.3000","  20.0000","","","","","","",
"10/23/2017 05:20'00","43031.2222222222","  17.1000","  20.0000","","","","","","",
"10/23/2017 05:30'00","43031.2291666667","  17.1000","  19.9000","","","","","","",
"10/23/2017 05:40'00","43031.2361111111","  17.0000","  19.9000","","","","","","",
"10/23/2017 05:50'00","43031.2430555556","  16.9000","  19.9000","","","","","","",
"10/23/2017 06:00'00","43031.2500000000","  16.9000","  19.8000","","","","","","",
"10/23/2017 06:10'00","43031.2569444444","  16.8000","  19.8000","","","","","","",
"10/23/2017 06:20'00","43031.2638888889","  16.9000","  19.8000","","","","","","",
"10/23/2017 06:30'00","43031.2708333333","  16.8000","  19.8000","","","","","","",
"10/23/2017 06:40'00","43031.2777777778","  16.7000","  19.7000","","","","","","",
"10/23/2017 06:50'00","43031.2847222222","  16.8000","  19.7000","","","","","","",
"10/23/2017 07:00'00","43031.2916666667","  16.8000","  19.7000","","","","","","",
"10/23/2017 07:10'00","43031.2986111111","  16.9000","  19.7000","","","","","","",
"10/23/2017 07:20'00","43031.3055555556","  17.1000","  19.7000","","","","","","",
"10/23/2017 07:30'00","43031.3125000000","  17.9000","  19.6000","","","","","","",
"10/23/2017 07:40'00","43031.3194444444","  17.6000","  19.6000","","","","","","",
"10/23/2017 07:50'00","43031.3263888889","  18.0000","  19.6000","","","","","","",
"10/23/2017 08:00'00","43031.3333333333","  18.7000","  19.6000","","","","","","",
"10/23/2017 08:10'00","43031.3402777778","  19.3000","  19.5000","","","","","","",
"10/23/2017 08:20'00","43031.3472222222","  20.3000","  19.5000","","","","","","",
"10/23/2017 08:30'00","43031.3541666667","  20.7000","  19.5000","","","","","","",
"10/23/2017 08:40'00","43031.3611111111","  21.5000","  19.5000","","","","","","",
"10/23/2017 08:50'00","43031.3680555556","  22.4000","  19.5000","","","","","","",
"10/23/2017 09:00'00","43031.3750000000","  21.8000","  19.6000","","","","","","",
"10/23/2017 09:10'00","43031.3819444444","  22.4000","  19.5000","","","","","","",
"10/23/2017 09:20'00","43031.3888888889","  22.7000","  19.5000","","","","","","",
"10/23/2017 09:30'00","43031.3958333333","  23.2000","  19.6000","","","","","","",
"10/23/2017 09:40'00","43031.4027777778","  23.6000","  19.6000","","","","","","",
"10/23/2017 09:50'00","43031.4097222222","  23.8000","  19.7000","","","","","","",
"10/23/2017 10:00'00","43031.4166666667","  25.6000","  19.7000","","","","","","",
"10/23/2017 10:10'00","43031.4236111111","  25.0000","  19.7000","","","","","","",
"10/23/2017 10:20'00","43031.4305555556","  24.7000","  19.8000","","","","","","",
"10/23/2017 10:30'00","43031.4375000000","  24.9000","  19.9000","","","","","","",
"10/23/2017 10:40'00","43031.4444444444","  25.7000","  19.9000","","","","","","",
"10/23/2017 10:50'00","43031.4513888889","  25.1000","  19.9000","","","","","","",
"10/23/2017 11:00'00","43031.4583333333","  24.5000","  20.0000","","","","","","",
"10/23/2017 11:10'00","43031.4652777778","  25.0000","  20.0000","","","","","","",
"10/23/2017 11:20'00","43031.4722222222","  25.0000","  20.0000","","","","","","",
"10/23/2017 11:30'00","43031.4791666667","  25.9000","  20.0000","","","","","","",
"10/23/2017 11:40'00","43031.4861111111","  24.9000","  20.1000","","","","","","",
"10/23/2017 11:50'00","43031.4930555556","  25.4000","  20.1000","","","","","","",
"10/23/2017 12:00'00","43031.5000000000","  24.8000","  20.1000","","","","","","",
"10/23/2017 12:10'00","43031.5069444444","  25.1000","  20.2000","","","","","","",
"10/23/2017 12:20'00","43031.5138888889","  25.1000","  20.2000","","","","","","",
"10/23/2017 12:30'00","43031.5208333333","  25.5000","  20.2000","","","","","","",
"10/23/2017 12:40'00","43031.5277777778","  25.6000","  20.3000","","","","","","",
"10/23/2017 12:50'00","43031.5347222222","  25.3000","  20.3000","","","","","","",
"10/23/2017 13:00'00","43031.5416666667","  25.4000","  20.4000","","","","","","",
"10/23/2017 13:10'00","43031.5486111111","  25.6000","  20.4000","","","","","","",
"10/23/2017 13:20'00","43031.5555555556","  25.8000","  20.4000","","","","","","",
"10/23/2017 13:30'00","43031.5625000000","  25.3000","  20.4000","","","","","","",
"10/23/2017 13:40'00","43031.5694444444","  25.8000","  20.4000","","","","","","",
"10/23/2017 13:50'00","43031.5763888889","  25.3000","  20.5000","","","","","","",
"10/23/2017 14:00'00","43031.5833333333","  24.7000","  20.5000","","","","","","",
"10/23/2017 14:10'00","43031.5902777778","  24.9000","  20.6000","","","","","","",
"10/23/2017 14:20'00","43031.5972222222","  24.1000","  20.6000","","","","","","",
"10/23/2017 14:30'00","43031.6041666667","  24.4000","  20.6000","","","","","","",
"10/23/2017 14:40'00","43031.6111111111","  23.8000","  20.6000","","","","","","",
"10/23/2017 14:50'00","43031.6180555556","  23.4000","  20.6000","","","","","","",
"10/23/2017 15:00'00","43031.6250000000","  22.7000","  20.7000","","","","","","",
"10/23/2017 15:10'00","43031.6319444444","  23.4000","  20.7000","","","","","","",
"10/23/2017 15:20'00","43031.6388888889","  22.4000","  20.7000","","","","","","",
"10/23/2017 15:30'00","43031.6458333333","  20.2000","  20.6000","","","","","","",
"10/23/2017 15:40'00","43031.6527777778","  19.9000","  20.6000","","","","","","",
"10/23/2017 15:50'00","43031.6597222222","  19.2000","  20.5000","","","","","","",
"10/23/2017 16:00'00","43031.6666666667","  18.5000","  20.5000","","","","","","",
"10/23/2017 16:10'00","43031.6736111111","  17.9000","  20.5000","","","","","","",
"10/23/2017 16:20'00","43031.6805555556","  17.4000","  20.4000","","","","","","",
"10/23/2017 16:30'00","43031.6875000000","  17.0000","  20.4000","","","","","","",
"10/23/2017 16:40'00","43031.6944444444","  16.6000","  20.3000","","","","","","",
"10/23/2017 16:50'00","43031.7013888889","  16.2000","  20.2000","","","","","","",
"10/23/2017 17:00'00","43031.7083333333","  16.0000","  20.1000","","","","","","",
"10/23/2017 17:10'00","43031.7152777778","  15.7000","  20.0000","","","","","","",
"10/23/2017 17:20'00","43031.7222222222","  15.4000","  19.9000","","","","","","",
"10/23/2017 17:30'00","43031.7291666667","  15.3000","  19.9000","","","","","","",
"10/23/2017 17:40'00","43031.7361111111","  15.2000","  19.8000","","","","","","",
"10/23/2017 17:50'00","43031.7430555556","  15.0000","  19.7000","","","","","","",
"10/23/2017 18:00'00","43031.7500000000","  14.9000","  19.7000","","","","","","",
"10/23/2017 18:10'00","43031.7569444444","  14.9000","  19.6000","","","","","","",
"10/23/2017 18:20'00","43031.7638888889","  14.5000","  19.5000","","","","","","",
"10/23/2017 18:30'00","43031.7708333333","  14.3000","  19.4000","","","","","","",
"10/23/2017 18:40'00","43031.7777777778","  14.6000","  19.4000","","","","","","",
"10/23/2017 18:50'00","43031.7847222222","  14.5000","  19.3000","","","","","","",
"10/23/2017 19:00'00","43031.7916666667","  14.3000","  19.2000","","","","","","",
"10/23/2017 19:10'00","43031.7986111111","  14.2000","  19.2000","","","","","","",
"10/23/2017 19:20'00","43031.8055555556","  13.8000","  19.1000","","","","","","",
"10/23/2017 19:30'00","43031.8125000000","  13.6000","  19.1000","","","","","","",
"10/23/2017 19:40'00","43031.8194444444","  13.8000","  19.0000","","","","","","",
"10/23/2017 19:50'00","43031.8263888889","  13.8000","  19.0000","","","","","","",
"10/23/2017 20:00'00","43031.8333333333","  13.7000","  18.9000","","","","","","",
"10/23/2017 20:10'00","43031.8402777778","  13.6000","  18.9000","","","","","","",
"10/23/2017 20:20'00","43031.8472222222","  13.3000","  18.8000","","","","","","",
"10/23/2017 20:30'00","43031.8541666667","  13.1000","  18.8000","","","","","","",
"10/23/2017 20:40'00","43031.8611111111","  13.2000","  18.8000","","","","","","",
"10/23/2017 20:50'00","43031.8680555556","  13.2000","  18.7000","","","","","","",
"10/23/2017 21:00'00","43031.8750000000","  13.2000","  18.6000","","","","","","",
"10/23/2017 21:10'00","43031.8819444444","  13.0000","  18.7000","","","","","","",
"10/23/2017 21:20'00","43031.8888888889","  13.1000","  18.6000","","","","","","",
"10/23/2017 21:30'00","43031.8958333333","  12.9000","  18.5000","","","","","","",
"10/23/2017 21:40'00","43031.9027777778","  12.9000","  18.5000","","","","","","",
"10/23/2017 21:50'00","43031.9097222222","  12.8000","  18.5000","","","","","","",
"10/23/2017 22:00'00","43031.9166666667","  12.7000","  18.5000","","","","","","",
"10/23/2017 22:10'00","43031.9236111111","  12.8000","  18.4000","","","","","","",
"10/23/2017 22:20'00","43031.9305555556","  12.8000","  18.4000","","","","","","",
"10/23/2017 22:30'00","43031.9375000000","  12.9000","  18.3000","","","","","","",
"10/23/2017 22:40'00","43031.9444444444","  13.0000","  18.3000","","","","","","",
"10/23/2017 22:50'00","43031.9513888889","  12.7000","  18.3000","","","","","","",
"10/23/2017 23:00'00","43031.9583333333","  12.8000","  18.2000","","","","","","",
"10/23/2017 23:10'00","43031.9652777778","  12.5000","  18.2000","","","","","","",
"10/23/2017 23:20'00","43031.9722222222","  12.4000","  18.2000","","","","","","",
"10/23/2017 23:30'00","43031.9791666667","  12.6000","  18.1000","","","","","","",
"10/23/2017 23:40'00","43031.9861111111","  12.5000","  18.1000","","","","","","",
"10/23/2017 23:50'00","43031.9930555556","  12.5000","  18.1000","","","","","","",
"10/24/2017 00:00'00","43032.0000000000","  12.1000","  18.1000","","","","","","",
"10/24/2017 00:10'00","43032.0069444444","  12.2000","  18.0000","","","","","","",
"10/24/2017 00:20'00","43032.0138888889","  12.4000","  18.0000","","","","","","",
"10/24/2017 00:30'00","43032.0208333333","  12.2000","  18.0000","","","","","","",
"10/24/2017 00:40'00","43032.0277777778","  12.4000","  17.9000","","","","","","",
"10/24/2017 00:50'00","43032.0347222222","  12.7000","  17.9000","","","","","","",
"10/24/2017 01:00'00","43032.0416666667","  12.9000","  17.9000","","","","","","",
"10/24/2017 01:10'00","43032.0486111111","  13.0000","  17.8000","","","","","","",
"10/24/2017 01:20'00","43032.0555555556","  13.0000","  17.9000","","","","","","",
"10/24/2017 01:30'00","43032.0625000000","  13.2000","  17.8000","","","","","","",
"10/24/2017 01:40'00","43032.0694444444","  13.4000","  17.8000","","","","","","",
"10/24/2017 01:50'00","43032.0763888889","  13.7000","  17.8000","","","","","","",
"10/24/2017 02:00'00","43032.0833333333","  13.8000","  17.8000","","","","","","",
"10/24/2017 02:10'00","43032.0902777778","  13.5000","  17.8000","","","","","","",
"10/24/2017 02:20'00","43032.0972222222","  13.4000","  17.8000","","","","","","",
"10/24/2017 02:30'00","43032.1041666667","  13.4000","  17.8000","","","","","","",
"10/24/2017 02:40'00","43032.1111111111","  13.4000","  17.8000","","","","","","",
"10/24/2017 02:50'00","43032.1180555556","  13.3000","  17.7000","","","","","","",
"10/24/2017 03:00'00","43032.1250000000","  13.2000","  17.7000","","","","","","",
"10/24/2017 03:10'00","43032.1319444444","  13.1000","  17.7000","","","","","","",
"10/24/2017 03:20'00","43032.1388888889","  13.1000","  17.8000","","","","","","",
"10/24/2017 03:30'00","43032.1458333333","  13.3000","  17.7000","","","","","","",
"10/24/2017 03:40'00","43032.1527777778","  13.4000","  17.7000","","","","","","",
"10/24/2017 03:50'00","43032.1597222222","  13.5000","  17.7000","","","","","","",
"10/24/2017 04:00'00","43032.1666666667","  13.4000","  17.7000","","","","","","",
"10/24/2017 04:10'00","43032.1736111111","  13.4000","  17.7000","","","","","","",
"10/24/2017 04:20'00","43032.1805555556","  13.5000","  17.6000","","","","","","",
"10/24/2017 04:30'00","43032.1875000000","  13.5000","  17.6000","","","","","","",
"10/24/2017 04:40'00","43032.1944444444","  13.5000","  17.6000","","","","","","",
"10/24/2017 04:50'00","43032.2013888889","  13.6000","  17.6000","","","","","","",
"10/24/2017 05:00'00","43032.2083333333","  13.7000","  17.6000","","","","","","",
"10/24/2017 05:10'00","43032.2152777778","  13.8000","  17.6000","","","","","","",
"10/24/2017 05:20'00","43032.2222222222","  14.0000","  17.6000","","","","","","",
"10/24/2017 05:30'00","43032.2291666667","  14.1000","  17.6000","","","","","","",
"10/24/2017 05:40'00","43032.2361111111","  14.2000","  17.6000","","","","","","",
"10/24/2017 05:50'00","43032.2430555556","  14.2000","  17.6000","","","","","","",
"10/24/2017 06:00'00","43032.2500000000","  14.1000","  17.5000","","","","","","",
"10/24/2017 06:10'00","43032.2569444444","  14.0000","  17.6000","","","","","","",
"10/24/2017 06:20'00","43032.2638888889","  14.4000","  17.6000","","","","","","",
"10/24/2017 06:30'00","43032.2708333333","  14.4000","  17.6000","","","","","","",
"10/24/2017 06:40'00","43032.2777777778","  14.7000","  17.6000","","","","","","",
"10/24/2017 06:50'00","43032.2847222222","  15.0000","  17.6000","","","","","","",
"10/24/2017 07:00'00","43032.2916666667","  15.3000","  17.6000","","","","","","",
"10/24/2017 07:10'00","43032.2986111111","  15.8000","  17.6000","","","","","","",
"10/24/2017 07:20'00","43032.3055555556","  16.6000","  17.6000","","","","","","",
"10/24/2017 07:30'00","43032.3125000000","  17.2000","  17.6000","","","","","","",
"10/24/2017 07:40'00","43032.3194444444","  17.5000","  17.6000","","","","","","",
"10/24/2017 07:50'00","43032.3263888889","  17.8000","  17.7000","","","","","","",
"10/24/2017 08:00'00","43032.3333333333","  17.7000","  17.8000","","","","","","",
"10/24/2017 08:10'00","43032.3402777778","  17.5000","  17.8000","","","","","","",
"10/24/2017 08:20'00","43032.3472222222","  17.3000","  17.8000","","","","","","",
"10/24/2017 08:30'00","43032.3541666667","  16.9000","  17.9000","","","","","","",
"10/24/2017 08:40'00","43032.3611111111","  16.5000","  17.9000","","","","","","",
"10/24/2017 08:50'00","43032.3680555556","  16.4000","  17.9000","","","","","","",
"10/24/2017 09:00'00","43032.3750000000","  16.6000","  17.9000","","","","","","",
"10/24/2017 09:10'00","43032.3819444444","  17.1000","  17.9000","","","","","","",
"10/24/2017 09:20'00","43032.3888888889","  16.3000","  17.9000","","","","","","",
"10/24/2017 09:30'00","43032.3958333333","  16.5000","  17.9000","","","","","","",
"10/24/2017 09:40'00","43032.4027777778","  18.1000","  17.9000","","","","","","",
"10/24/2017 09:50'00","43032.4097222222","  19.4000","  18.0000","","","","","","",
"10/24/2017 10:00'00","43032.4166666667","  21.0000","  18.0000","","","","","","",
"10/24/2017 10:10'00","43032.4236111111","  21.4000","  18.0000","","","","","","",
"10/24/2017 10:20'00","43032.4305555556","  22.0000","  18.0000","","","","","","",
"10/24/2017 10:30'00","43032.4375000000","  22.0000","  18.1000","","","","","","",
"10/24/2017 10:40'00","43032.4444444444","  21.6000","  18.1000","","","","","","",
"10/24/2017 10:50'00","43032.4513888889","  23.0000","  18.1000","","","","","","",
"10/24/2017 11:00'00","43032.4583333333","  23.4000","  18.2000","","","","","","",
"10/24/2017 11:10'00","43032.4652777778","  23.1000","  18.3000","","","","","","",
"10/24/2017 11:20'00","43032.4722222222","  23.5000","  18.4000","","","","","","",
"10/24/2017 11:30'00","43032.4791666667","  23.9000","  18.4000","","","","","","",
"10/24/2017 11:40'00","43032.4861111111","  23.2000","  18.5000","","","","","","",
"10/24/2017 11:50'00","43032.4930555556","  22.9000","  18.5000","","","","","","",
"10/24/2017 12:00'00","43032.5000000000","  22.8000","  18.6000","","","","","","",
"10/24/2017 12:10'00","43032.5069444444","  22.4000","  18.7000","","","","","","",
"10/24/2017 12:20'00","43032.5138888889","  21.6000","  18.8000","","","","","","",
"10/24/2017 12:30'00","43032.5208333333","  20.3000","  18.8000","","","","","","",
"10/24/2017 12:40'00","43032.5277777778","  19.1000","  18.8000","","","","","","",
"10/24/2017 12:50'00","43032.5347222222","  18.5000","  18.9000","","","","","","",
"10/24/2017 13:00'00","43032.5416666667","  18.4000","  18.9000","","","","","","",
"10/24/2017 13:10'00","43032.5486111111","  18.3000","  18.9000","","","","","","",
"10/24/2017 13:20'00","43032.5555555556","  19.7000","  18.9000","","","","","","",
"10/24/2017 13:30'00","43032.5625000000","  21.4000","  18.9000","","","","","","",
"10/24/2017 13:40'00","43032.5694444444","  20.9000","  18.9000","","","","","","",
"10/24/2017 13:50'00","43032.5763888889","  20.9000","  18.9000","","","","","","",
"10/24/2017 14:00'00","43032.5833333333","  20.6000","  18.9000","","","","","","",
"10/24/2017 14:10'00","43032.5902777778","  21.0000","  18.9000","","","","","","",
"10/24/2017 14:20'00","43032.5972222222","  21.3000","  19.0000","","","","","","",
"10/24/2017 14:30'00","43032.6041666667","  21.1000","  19.0000","","","","","","",
"10/24/2017 14:40'00","43032.6111111111","  20.0000","  19.0000","","","","","","",
